utterance,encoded_intent,labels
switching to Premium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
switch to free account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
where can i change to the gold account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can I change to the Platinum account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know how I can switch to the standard account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
can you help me to use the Pro profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me to use the Platinum profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
assistance changing to the freemium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help changing to the free account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want assistance changng to the platinum account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
help using the premium profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to change to the Pro account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
what do I have to do to change to the standard account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
using Platinum account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
switching to another user,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i dont know what i have to do to switch to the gold acdount,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
i do not know how i can switch to the premium cacount,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
I want help using the standard profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
want help to use  the Premium account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
i do not know how i can switch to the standard account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
I want help chaning to the Platinum account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
use premium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
use standard account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
assistance suing the Platinum account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
changing to freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I am trying to change to the free account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do I need to do to use the free profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
where to change to the bloody free accoount,16,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
where do I change to the Premium account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i need assistance to switch to the Platinum account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
help me to use the free profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I don't know how to change to the Pro account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to change to the Freemium account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
using Premium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how do I change to the free account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how to use the Pro profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
switching to premium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
what do I have to do to change to the Gold account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
switching to pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
what do i need to do to switch to the freemium account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
changing to standard account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
wanna use the free account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
can you help me change to the Pro account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i do not know how i can switch to the free cacount,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
I do not know how I can change to the premium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
use Gold account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i do not know how i can change to the Platinum account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how do I use the platinum profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I do not know how I can change to the Pro account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
need assistance to switch to the Premium account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
wanna use the damn gold account will uhlp me,16,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1]"
help changing to the freemium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have to switch to the Freemium account help me,16,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
I need assistance to change to the standard account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i try to switch to the free account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i want assistance to use the Platinum account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
how can I use the Freemiumprofile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
I'd like to change to the premium account can uhelp me,16,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
changing to Pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
use pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
using pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i have got to use the free account cdan i get some help,16,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
i dont know how to switch to the platinum account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
I do not know what I need to do to change to the Pro account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
how do I use the Premium profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
switching to another account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to switch to the free account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
wanna use a different user account help me,16,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
want assistance to use the free account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
were could I change to the premium account?,16,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
how to change to the platinum cacount?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
change to pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
changing to Platinum account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
what do I have to do to use the standard profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what to do to change to the Pro account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where can I switch to the freemium account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
need to use the freemium account how do ido it,16,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
i want  help changing to the Pro account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
nee help to switch to the Freemium account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
switching user,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
use Pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to use the free account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
I don't know how to change to the standard account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
switch to another account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
can I use the Premium account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
use Freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i want help using the Pro profile,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to use tthe standard account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
I don't know what I need to do to change to the Gold account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I cannot switch to the Gold account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
I am trying to change to the freemium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i need help to use the Pro account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
how to use the standard profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
change to Freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
using freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
help using the gold account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
i need assistance using the Platinum prfile,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
is it possible to change to the premium account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need assistance to change to the Freemium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need assistance to change to the Premium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
need to use the damn standard profile,16,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
switching to free account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
switching to freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i dont know what i need to do to change to the Gold account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can I use the freemium profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know what I need to do to switch to the Gold account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
use Platinum account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
use free account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
where to change to the Gold account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help using the standard account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
help me tl switch to the free account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
help to use the platinum profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can uhelp me to switch to the pro account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
i have to use the Gold profile,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do i haveto do to use the damn premium account,16,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
I have got to change to the Pro account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
switch to Pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
change to free account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
using  platinum account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
changing to free account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
using Gold account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
change to standard account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
can you help me using the premium account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
switching to platinum account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
could ya help me use the gold account,16,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
is it possible to use the free profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
switch to Freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
change to premium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I have ot use the premium profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i dont know what to do to switch to the standard account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
can you help me switching to the fucking platinum account ?,16,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
how do i change to the freemium account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can I use the Platinum profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can you help me to use the premium profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help to use the free prfoile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
what do i  have to do to use the damn pro profile,16,"[1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]"
"I want to use the Platinum profile, how can I do it?",16,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
using Freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
help me change to the bloody standard account,16,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]"
where do i switch to the standard account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
I need to change to the platinum account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i dont knoow what i have to do to change to the pro account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
i need assistance to use the free rpofile,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
help using the Platinum profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I try to swith to the free account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
can I sue the premium profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
help me to change to the Premium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna use hte freemium account will ya help me,16,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
I don't know what I need to do to change to the free account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how to use the Premium profile,16,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
change to platinum account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i hsve to use the Platinum profile how do i do it,16,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
I do not know what I need to do to change to the pro account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
using standard account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
help me to use the Freemium profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
is it possible to use the Platinum accout?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
switching to Pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
using gold account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to use the Platinum profile?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know how I can change to the Premium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where do I change to the Gold account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i do not know what to do to switch to the standard account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
how could I use the fucking Freemium profile?,16,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0]"
switching to gold account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I'd like to switch to the damn Premium account how to do it,16,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]"
i have to use the pro account i need  assistance,16,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
switch user,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
would it be possibble to switch to the fucking gold account,16,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1]"
I have got to change to the premium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
switching to Freemium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
use Premium account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I do not know what to do to change to the freemium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
change to the freemium account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
switch to pro account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
where do I change to the Pro account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
what do I need to do to change to the free account?,16,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
what do i need to do to change to the platinum account,16,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help using the freemium profile,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'd like to switch to the Platinum account could ya help me,16,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
I need help to change to the Platinum account,16,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have to use the free account hoe do i do it,16,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
want assistance changing to the gold account,16,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
switch to standard account,16,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
where do I see purchase 732201349959 status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
track order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how can i track purchase 00004587345,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help me check the current status of order 370795561790,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
where do I see the current status of order 732201349959?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
order 00123842 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I want assistance locating purchase 370795561790,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
wanna ese the eta of purchase 370795561790 i need help,17,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]"
check status of order 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
can ya help me tracking purchase 00004587345,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
how do I check purchase 00123842 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i have got to locate order 113542617735902 could ya help mw,17,"[1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1]"
order 00004587345 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to locate order 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I try to check the ETA of the purchqse 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want help seeing order 00123842 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
check ETA of order 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
tracking order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
status of order 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
check order 113542617735902 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
status of order 732201349959,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
track order 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how do i see the ETA of order 00004587345,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I need assistance seeing the status of purchase 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I can't check the current status of order 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
"I want to teack order 00004587345, how to do it?",17,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
need help seeing order 732201349959 current status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
order 00123842 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i have to check purchaes 370795561790 bloody current status,17,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
I'd like to locate the last parcel help me,17,"[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
can you help me locating order 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
i cannot check the eta of the purchase 00004587345,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
checking ETA of order 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
check order status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I want to check purchase 113542617735902 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I have got to se the status of order 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I  cannot track purchase 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]"
want assistance seeing the ETA of the order 732201349959,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
would it be possible to locate purchase113542617735902?,17,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
ETA of order 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i have to locate purchase 370795561790 can ya help me,17,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
i have to see the ETA of order 732201349959 i need help,17,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]"
see estimated time ofarrival of order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]"
what do I have to do to see purchase 370795561790 status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
ETA of order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
i need assistance seeong the ETA of order 00004587345,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
can you help em seeing the ETA of the order 00004587345?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1]"
what is purchase 00123842 status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
can you help me track purchase 113542617735902?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
check order 732201349959 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I try to hceck the status of purchase 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I want assistance seeing the ETA of the order 00004587345,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
how can I see purchase 00123842 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
help to see the eta of order 732201349959,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I need help to locate order 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
see order 00123842 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
i need help to check the ETA of order 00123842,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
help me seeing purchase 00123842 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I'm tying to check purchase 00123842 current status,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
I need help seeing purchase 00004587345 current status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
tracking purchase 00123842,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I have to see the status of order 732201349959,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
what do i have to do to locate purchase 370795561790,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
tracking order 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I can't locate order 370795561790,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
check ETA of order 732201349959,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I want assistance locating purchase  00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
checking status of order,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
I try to locate oder 113542617735902,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
order 113542617735902 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
what do I have to do to see order 00123842 current status?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I try to see the ETA of order 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
i have to see order 00004587345 status can i get some help,17,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
see estimated time of arrival of purchase 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
order 370795561790 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
how to see the status of purchase 113542617735902?,17,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
I don't know how I can see the ETA of order 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
I do not know how to see the ETA of the order 00123842,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
i have to check the current status of purchase 00004587345,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
can uhelp me to check purchase 732201349959 status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
want help checking the eta of the purchase 370795561790,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
track purchase 732201349959,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
I am trying to check purchase 732201349959 status,17,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
check estimated time of arrival of purchase 113542617735902,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
check status of order 00004587345,17,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
see purchase 00123842 current status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
show me the ETA of order 370795561790,17,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
need help to see the et of order 732201349959,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1]"
wanna see the ETA of the purchase 113542617735902,17,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
purchase 00123842 status,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
help me checking the fucking ea of the order 00123842,17,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
locating order 370795561790,17,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]"
what is order 732201349959 status,17,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
