utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
i have a trouble submitting my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
can you help me submitting a delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
there are problems entering my shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
where to submit thye secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQZ
i need help submitting the delivery addres,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
there is a trouble submitting my new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have issues setting my delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMQ
need assistance setting up my shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I do not know what I need to do to enter a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BEL
where to set up the deliveryaddress?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILZ
i need assistance entering an new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
want help submitting a new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
i have to set u the delivery address help me,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQZ
there is an issue entering another delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I have a trouble setting up the secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
how could I enter my fucking delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILPW
my delivery address isnt valid i need help,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQ
issues submitting another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
there is a trouble submitting a different shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
want assistance to set u the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
I have a trouble submitting my new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have an error setting upthe new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
help submitting the shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I need help entering a new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issue setting my delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I have an error entering a delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issue submitting a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I need help setting a secondary shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i cant set up a delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I need assistance to set up another delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
i have ot enter the delivery address how could i do it,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILPQZ
there are errors setting up my bloody new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMW
i have an issue setting up my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
help me entr a secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
how can i enter another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
what do I have to do to set up a different delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
need to set my shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
issue submitting my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
there is an error setting up the secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
"I have to enter my delivery address, how to do it?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCIL
can ya help me setting a new delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
i have got to st up the secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
can i submit another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
how do I enter my new shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
what do I need to do to set up a seclndary delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILZ
there are errors setting a new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
shipping address issue,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BK
I want to submit my secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
there is a trouble entering a delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
assistance to set up a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
help me set a different delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I want help to set up my shipping adress,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
i have a problem setting a secondary delivery address  up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
i have to submit a goddamn shipping address how do i do it,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILQW
I cannot set the secondary delivery  address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELZ
is it possible to set up a different delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
where could I enter the damn new shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILPW
I have issues submitting another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
i have got to enter a new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
"I hhave to enter the shipping address, how to do it?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILZ
need assistance to enter the new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
i have to set up a delivery address i need help,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQ
"I need to enter another shipping address, how could I do it?",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCILP
I cannot set the shippimg address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELZ
I don't know how I can submit a new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
need assistance to submit a different delivery addrses,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
I get eror messages when I try to set up my delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMZ
i try to set up the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
wanna set up a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
where can I enter my secondary shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
I need help setting the delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
there are troubles setting up a secfondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMZ
I have errors setting a secondary delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
I do not know how I can srt a new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BEZ
what do I need to do to set the new delivery address up?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
error entering another shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I do not know how to submit the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BEL
i have a problem submitting the bloody new swhipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQWZ
can I enter the secondary delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
i have errors entering my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMQ
how can i set up the delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
can ya help me to set up my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
i od not know how i can set up my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELQZ
i need assistance setting the delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
i have got to set up an secondary delivery address help me,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCLQZ
there are issues setting up the new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
I need to set up a secondary delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
how do I set up my delivery address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
can you help me enter a new shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
helpme setting the new shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
i have a problem setting up a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
where do I submit a shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
I have a problem setting the new delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
is it possible to set my secondary shipping address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
i want assistance to set up the secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
I don't know how to enter a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
issue setting up a different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
I'm trying to enter an different delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
how can I set a secondary shipping address up?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
y i cannot enter my secondary shipping address avlid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BELQZ
how could i enter my secondary shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILPQ
can ya help me submitting my new shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BILQ
the new deliveryaddress isn't valid,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLZ
i need assistance submitting a new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQ
help me entering a new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BL
where do I submit a secondary shipping address?,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BIL
"I need to enter a delivery address, help me",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCL
i have ot enter my new delivery address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLQZ
i get error messages when i try to set a delivery address up,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLMQ
"my secondary shipping address isn't valid, I need help",set_up_shipping_address,,,,,SHIPPING_ADDRESS,BCL
issues submitting a shipping address,set_up_shipping_address,,,,,SHIPPING_ADDRESS,BLM
help me using the Premium profile,switch_account,account_type,Premium,18.0,25.0,ACCOUNT,BL
I'd like to use the freemium profile,switch_account,account_type,Freemium,20.0,28.0,ACCOUNT,BLPQ
"I have to use the standard profile, can you help me?",switch_account,account_type,Standard,18.0,26.0,ACCOUNT,BCIL
i waant help to change to the gold account,switch_account,account_type,Gold,30.0,34.0,ACCOUNT,BLQZ
wanna switch to the pro account i need assistance,switch_account,account_type,Pro,20.0,23.0,ACCOUNT,BCQ
using another user,switch_account,,,,,ACCOUNT,BK
help changing to the platinum account,switch_account,account_type,Platinum,21.0,29.0,ACCOUNT,BL
how to use tthe gold account?,switch_account,account_type,Gold,16.0,20.0,ACCOUNT,BIZ
i have got to switch to the Freemium account,switch_account,account_type,Freemium,28.0,36.0,ACCOUNT,BQ
switch to freemium account,switch_account,account_type,Freemium,10.0,18.0,ACCOUNT,BK
"I have to use the Pro profile, how can I do it?",switch_account,account_type,Pro,18.0,21.0,ACCOUNT,BCIL
i want assistance using the freemium profile,switch_account,account_type,Freemium,28.0,36.0,ACCOUNT,BLQ
help me using the pro account,switch_account,account_type,Pro,18.0,21.0,ACCOUNT,B
use freemium account,switch_account,account_type,Freemium,4.0,12.0,ACCOUNT,BK
would it be possible to change to the platinum account?,switch_account,account_type,Platinum,38.0,46.0,ACCOUNT,BILP
assistance to ue my new profile,switch_account,,,,,ACCOUNT,BLZ
help me to use the pro profile,switch_account,account_type,Pro,19.0,22.0,ACCOUNT,BL
what do I need to do to change to the premium account?,switch_account,account_type,Premium,38.0,45.0,ACCOUNT,BIL
I do not know how I can change to the standard account,switch_account,account_type,Standard,38.0,46.0,ACCOUNT,BEL
need to change to the standard accountcan i get some help,switch_account,account_type,Standard,22.0,30.0,ACCOUNT,BCILQZ
how to use the Freemium account,switch_account,account_type,Freemium,15.0,23.0,ACCOUNT,BIQ
how do I use the pro profile?,switch_account,account_type,Pro,17.0,20.0,ACCOUNT,BIL
how do I use the standard profile?,switch_account,account_type,Standard,17.0,25.0,ACCOUNT,BIL
changing to gold account,switch_account,account_type,Gold,12.0,16.0,ACCOUNT,BKL
how do I change to the platinum account?,switch_account,account_type,Platinum,23.0,31.0,ACCOUNT,BIL
changing to Premium account,switch_account,account_type,Premium,12.0,19.0,ACCOUNT,BKL
help to use the Gold profile,switch_account,account_type,Gold,16.0,20.0,ACCOUNT,BL
switching to standard account,switch_account,account_type,Standard,13.0,21.0,ACCOUNT,BK
I am trying to change to the standard account,switch_account,account_type,Standard,29.0,37.0,ACCOUNT,BL
i have ot use the standard profile can ya help me,switch_account,account_type,Standard,18.0,26.0,ACCOUNT,BCILQZ
I do not know what to do to switch to the pro account,switch_account,account_type,Pro,42.0,45.0,ACCOUNT,BE
how do I change to the Freemium account?,switch_account,account_type,Freemium,23.0,31.0,ACCOUNT,BIL
switch to Premium account,switch_account,account_type,Premium,10.0,17.0,ACCOUNT,BK
can I use the free profile?,switch_account,account_type,free,14.0,18.0,ACCOUNT,BIL
use another user,switch_account,,,,,ACCOUNT,BK
help using the gold profile,switch_account,account_type,Gold,15.0,19.0,ACCOUNT,BL
I need help using the Freemium profile,switch_account,account_type,Freemium,22.0,30.0,ACCOUNT,BL
i do not know what to do to change to the standard account,switch_account,account_type,Standard,42.0,50.0,ACCOUNT,BELQ
changing to pro account,switch_account,account_type,Pro,12.0,15.0,ACCOUNT,BKL
how to use the freemium profile,switch_account,account_type,Freemium,15.0,23.0,ACCOUNT,BILQ
how to use the premium account,switch_account,account_type,Premium,15.0,22.0,ACCOUNT,BIQ
i want assistance to switch to the free account,switch_account,account_type,free,35.0,39.0,ACCOUNT,BQ
changing to Freemium account,switch_account,account_type,Freemium,12.0,20.0,ACCOUNT,BKL
need assistance to use the free account,switch_account,account_type,free,27.0,31.0,ACCOUNT,BQ
i want hbelp to use the free profile,switch_account,account_type,free,24.0,28.0,ACCOUNT,BLQZ
I have got to use the pro profile,switch_account,account_type,Pro,22.0,25.0,ACCOUNT,BL
help changing to the premium account,switch_account,account_type,Premium,21.0,28.0,ACCOUNT,BL
I don't know what I have to do to change to the Pro account,switch_account,account_type,Pro,48.0,51.0,ACCOUNT,BL
how cann I change to the freemium account?,switch_account,account_type,Freemium,25.0,33.0,ACCOUNT,BILZ
how to use the Pro profile,switch_account,account_type,Pro,15.0,18.0,ACCOUNT,BILQ
can you help me to use the gold profile?,switch_account,account_type,Gold,27.0,31.0,ACCOUNT,BIL
i need help to use the platinum account,switch_account,account_type,Platinum,23.0,31.0,ACCOUNT,BQ
use platinum account,switch_account,account_type,Platinum,4.0,12.0,ACCOUNT,BK
i have got to change to the bloody Gold accfount,switch_account,account_type,Gold,35.0,39.0,ACCOUNT,BLQWZ
I do not know how I can change to the freemium account,switch_account,account_type,Freemium,38.0,46.0,ACCOUNT,BEL
changing to platinum account,switch_account,account_type,Platinum,12.0,20.0,ACCOUNT,BKL
i do not know how i can switch to the Pro account,switch_account,account_type,Pro,38.0,41.0,ACCOUNT,BEQ
how do I use the gold profile?,switch_account,account_type,Gold,17.0,21.0,ACCOUNT,BIL
help to change to the free account,switch_account,account_type,free,22.0,26.0,ACCOUNT,BL
i want assistance switchimg to the pro account,switch_account,account_type,Pro,35.0,38.0,ACCOUNT,BQZ
I want assistance changing to the Freemium account,switch_account,account_type,Freemium,34.0,42.0,ACCOUNT,BL
switch to gold account,switch_account,account_type,Gold,10.0,14.0,ACCOUNT,BK
i have got to swiych to the Gold account how do i do it,switch_account,account_type,Gold,28.0,32.0,ACCOUNT,BCIQZ
need assistance using the pro profile,switch_account,account_type,Pro,26.0,29.0,ACCOUNT,BLQ
use another account,switch_account,,,,,ACCOUNT,BK
help using the free profile,switch_account,account_type,free,15.0,19.0,ACCOUNT,BL
can you help me change to the platinum account?,switch_account,account_type,Platinum,30.0,38.0,ACCOUNT,BIL
I'd like to change  to the pro account i need assistance,switch_account,account_type,Pro,27.0,30.0,ACCOUNT,BCLPQZ
i need help to switch to the platinum account,switch_account,account_type,Platinum,29.0,37.0,ACCOUNT,BQ
switching to Premium account,switch_account,account_type,Premium,13.0,20.0,ACCOUNT,BK
switch to free account,switch_account,account_type,free,10.0,14.0,ACCOUNT,BK
where can i change to the gold account,switch_account,account_type,Gold,26.0,30.0,ACCOUNT,BILQ
can I change to the Platinum account?,switch_account,account_type,Platinum,20.0,28.0,ACCOUNT,BIL
I don't know how I can switch to the standard account,switch_account,account_type,Standard,37.0,45.0,ACCOUNT,B
can you help me to use the Pro profile?,switch_account,account_type,Pro,27.0,30.0,ACCOUNT,BIL
help me to use the Platinum profile,switch_account,account_type,Platinum,19.0,27.0,ACCOUNT,BL
assistance changing to the freemium account,switch_account,account_type,Freemium,27.0,35.0,ACCOUNT,BL
help changing to the free account,switch_account,account_type,free,21.0,25.0,ACCOUNT,BL
want assistance changng to the platinum account,switch_account,account_type,Platinum,31.0,39.0,ACCOUNT,BLQZ
help using the premium profile,switch_account,account_type,Premium,15.0,22.0,ACCOUNT,BL
how to change to the Pro account?,switch_account,account_type,Pro,21.0,24.0,ACCOUNT,BIL
what do I have to do to change to the standard account?,switch_account,account_type,Standard,38.0,46.0,ACCOUNT,BIL
using Platinum account,switch_account,account_type,Platinum,6.0,14.0,ACCOUNT,BK
switching to another user,switch_account,,,,,ACCOUNT,BK
i dont know what i have to do to switch to the gold acdount,switch_account,account_type,Gold,47.0,51.0,ACCOUNT,BQZ
i do not know how i can switch to the premium cacount,switch_account,account_type,Premium,38.0,45.0,ACCOUNT,BEQZ
I want help using the standard profile,switch_account,account_type,Standard,22.0,30.0,ACCOUNT,BL
want help to use  the Premium account,switch_account,account_type,Premium,22.0,29.0,ACCOUNT,BQZ
i do not know how i can switch to the standard account,switch_account,account_type,Standard,38.0,46.0,ACCOUNT,BEQ
I want help chaning to the Platinum account,switch_account,account_type,Platinum,27.0,35.0,ACCOUNT,BLZ
use premium account,switch_account,account_type,Premium,4.0,11.0,ACCOUNT,BK
use standard account,switch_account,account_type,Standard,4.0,12.0,ACCOUNT,BK
assistance suing the Platinum account,switch_account,account_type,Platinum,21.0,29.0,ACCOUNT,BZ
changing to freemium account,switch_account,account_type,Freemium,12.0,20.0,ACCOUNT,BKL
I am trying to change to the free account,switch_account,account_type,free,29.0,33.0,ACCOUNT,BL
what do I need to do to use the free profile?,switch_account,account_type,free,32.0,36.0,ACCOUNT,BIL
where to change to the bloody free accoount,switch_account,account_type,free,30.0,34.0,ACCOUNT,BILQWZ
where do I change to the Premium account?,switch_account,account_type,Premium,25.0,32.0,ACCOUNT,BIL
i need assistance to switch to the Platinum account,switch_account,account_type,Platinum,35.0,43.0,ACCOUNT,BQ
help me to use the free profile,switch_account,account_type,free,19.0,23.0,ACCOUNT,BL
I don't know how to change to the Pro account,switch_account,account_type,Pro,34.0,37.0,ACCOUNT,BL
is it possible to change to the Freemium account?,switch_account,account_type,Freemium,32.0,40.0,ACCOUNT,BIL
using Premium account,switch_account,account_type,Premium,6.0,13.0,ACCOUNT,BK
how do I change to the free account?,switch_account,account_type,free,23.0,27.0,ACCOUNT,BIL
how to use the Pro profile?,switch_account,account_type,Pro,15.0,18.0,ACCOUNT,BIL
switching to premium account,switch_account,account_type,Premium,13.0,20.0,ACCOUNT,BK
what do I have to do to change to the Gold account?,switch_account,account_type,Gold,38.0,42.0,ACCOUNT,BIL
switching to pro account,switch_account,account_type,Pro,13.0,16.0,ACCOUNT,BK
what do i need to do to switch to the freemium account,switch_account,account_type,Freemium,38.0,46.0,ACCOUNT,BIQ
changing to standard account,switch_account,account_type,Standard,12.0,20.0,ACCOUNT,BKL
wanna use the free account,switch_account,account_type,free,14.0,18.0,ACCOUNT,BQ
can you help me change to the Pro account?,switch_account,account_type,Pro,30.0,33.0,ACCOUNT,BIL
i do not know how i can switch to the free cacount,switch_account,account_type,free,38.0,42.0,ACCOUNT,BEQZ
I do not know how I can change to the premium account,switch_account,account_type,Premium,38.0,45.0,ACCOUNT,BEL
use Gold account,switch_account,account_type,Gold,4.0,8.0,ACCOUNT,BK
i do not know how i can change to the Platinum account,switch_account,account_type,Platinum,38.0,46.0,ACCOUNT,BELQ
how do I use the platinum profile?,switch_account,account_type,Platinum,17.0,25.0,ACCOUNT,BIL
I do not know how I can change to the Pro account,switch_account,account_type,Pro,38.0,41.0,ACCOUNT,BEL
need assistance to switch to the Premium account,switch_account,account_type,Premium,33.0,40.0,ACCOUNT,BQ
wanna use the damn gold account will uhlp me,switch_account,account_type,Gold,19.0,23.0,ACCOUNT,BCIPQWZ
help changing to the freemium account,switch_account,account_type,Freemium,21.0,29.0,ACCOUNT,BL
i have to switch to the Freemium account help me,switch_account,account_type,Freemium,24.0,32.0,ACCOUNT,BCQ
I need assistance to change to the standard account,switch_account,account_type,Standard,35.0,43.0,ACCOUNT,BL
i try to switch to the free account,switch_account,account_type,free,23.0,27.0,ACCOUNT,BQ
i want assistance to use the Platinum account,switch_account,account_type,Platinum,29.0,37.0,ACCOUNT,BQ
how can I use the Freemiumprofile?,switch_account,account_type,Freemium,18.0,26.0,ACCOUNT,BILZ
I'd like to change to the premium account can uhelp me,switch_account,account_type,Premium,26.0,33.0,ACCOUNT,BCILPQ
changing to Pro account,switch_account,account_type,Pro,12.0,15.0,ACCOUNT,BKL
use pro account,switch_account,account_type,Pro,4.0,7.0,ACCOUNT,BK
using pro account,switch_account,account_type,Pro,6.0,9.0,ACCOUNT,BK
i have got to use the free account cdan i get some help,switch_account,account_type,free,22.0,26.0,ACCOUNT,BCIQZ
i dont know how to switch to the platinum account,switch_account,account_type,Platinum,33.0,41.0,ACCOUNT,BQ
I do not know what I need to do to change to the Pro account,switch_account,account_type,Pro,49.0,52.0,ACCOUNT,BEL
how do I use the Premium profile?,switch_account,account_type,Premium,17.0,24.0,ACCOUNT,BIL
switching to another account,switch_account,,,,,ACCOUNT,BK
how to switch to the free account,switch_account,account_type,free,21.0,25.0,ACCOUNT,BIQ
wanna use a different user account help me,switch_account,,,,,ACCOUNT,BCLQ
want assistance to use the free account,switch_account,account_type,free,27.0,31.0,ACCOUNT,BQ
were could I change to the premium account?,switch_account,account_type,Premium,27.0,34.0,ACCOUNT,BILPZ
how to change to the platinum cacount?,switch_account,account_type,Platinum,21.0,29.0,ACCOUNT,BILZ
change to pro account,switch_account,account_type,Pro,10.0,13.0,ACCOUNT,BKL
changing to Platinum account,switch_account,account_type,Platinum,12.0,20.0,ACCOUNT,BKL
what do I have to do to use the standard profile?,switch_account,account_type,Standard,32.0,40.0,ACCOUNT,BIL
I don't know what to do to change to the Pro account,switch_account,account_type,Pro,41.0,44.0,ACCOUNT,BL
where can I switch to the freemium account?,switch_account,account_type,Freemium,26.0,34.0,ACCOUNT,BI
need to use the freemium account how do ido it,switch_account,account_type,Freemium,16.0,24.0,ACCOUNT,BCIQZ
i want  help changing to the Pro account,switch_account,account_type,Pro,29.0,32.0,ACCOUNT,BLQZ
nee help to switch to the Freemium account,switch_account,account_type,Freemium,26.0,34.0,ACCOUNT,BQZ
switching user,switch_account,,,,,ACCOUNT,BK
use Pro account,switch_account,account_type,Pro,4.0,7.0,ACCOUNT,BK
how to use the free account,switch_account,account_type,free,15.0,19.0,ACCOUNT,BIQ
I don't know how to change to the standard account,switch_account,account_type,Standard,34.0,42.0,ACCOUNT,BL
switch to another account,switch_account,,,,,ACCOUNT,BK
can I use the Premium account?,switch_account,account_type,Premium,14.0,21.0,ACCOUNT,BI
use Freemium account,switch_account,account_type,Freemium,4.0,12.0,ACCOUNT,BK
i want help using the Pro profile,switch_account,account_type,Pro,22.0,25.0,ACCOUNT,BLQ
how to use tthe standard account?,switch_account,account_type,Standard,16.0,24.0,ACCOUNT,BIZ
I don't know what I need to do to change to the Gold account,switch_account,account_type,Gold,48.0,52.0,ACCOUNT,BL
I cannot switch to the Gold account,switch_account,account_type,Gold,23.0,27.0,ACCOUNT,BEN
I am trying to change to the freemium account,switch_account,account_type,Freemium,29.0,37.0,ACCOUNT,BL
i need help to use the Pro account,switch_account,account_type,Pro,23.0,26.0,ACCOUNT,BQ
how to use the standard profile?,switch_account,account_type,Standard,15.0,23.0,ACCOUNT,BIL
change to Freemium account,switch_account,account_type,Freemium,10.0,18.0,ACCOUNT,BKL
using freemium account,switch_account,account_type,Freemium,6.0,14.0,ACCOUNT,BK
help using the gold account,switch_account,account_type,Gold,15.0,19.0,ACCOUNT,B
i need assistance using the Platinum prfile,switch_account,account_type,Platinum,28.0,36.0,ACCOUNT,BLQZ
is it possible to change to the premium account?,switch_account,account_type,Premium,32.0,39.0,ACCOUNT,BIL
I need assistance to change to the Freemium account,switch_account,account_type,Freemium,35.0,43.0,ACCOUNT,BL
I need assistance to change to the Premium account,switch_account,account_type,Premium,35.0,42.0,ACCOUNT,BL
need to use the damn standard profile,switch_account,account_type,Standard,21.0,29.0,ACCOUNT,BLQW
switching to free account,switch_account,account_type,free,13.0,17.0,ACCOUNT,BK
switching to freemium account,switch_account,account_type,Freemium,13.0,21.0,ACCOUNT,BK
i dont know what i need to do to change to the Gold account,switch_account,account_type,Gold,47.0,51.0,ACCOUNT,BLQ
can I use the freemium profile?,switch_account,account_type,Freemium,14.0,22.0,ACCOUNT,BIL
I don't know what I need to do to switch to the Gold account,switch_account,account_type,Gold,48.0,52.0,ACCOUNT,B
use Platinum account,switch_account,account_type,Platinum,4.0,12.0,ACCOUNT,BK
use free account,switch_account,account_type,free,4.0,8.0,ACCOUNT,BK
where to change to the Gold account?,switch_account,account_type,Gold,23.0,27.0,ACCOUNT,BIL
help using the standard account,switch_account,account_type,Standard,15.0,23.0,ACCOUNT,B
help me tl switch to the free account,switch_account,account_type,free,25.0,29.0,ACCOUNT,BZ
help to use the platinum profile,switch_account,account_type,Platinum,16.0,24.0,ACCOUNT,BL
can uhelp me to switch to the pro account,switch_account,account_type,Pro,30.0,33.0,ACCOUNT,BIQ
i have to use the Gold profile,switch_account,account_type,Gold,18.0,22.0,ACCOUNT,BLQ
what do i haveto do to use the damn premium account,switch_account,account_type,Premium,36.0,43.0,ACCOUNT,BIQWZ
I have got to change to the Pro account,switch_account,account_type,Pro,28.0,31.0,ACCOUNT,BL
switch to Pro account,switch_account,account_type,Pro,10.0,13.0,ACCOUNT,BK
change to free account,switch_account,account_type,free,10.0,14.0,ACCOUNT,BKL
using  platinum account,switch_account,account_type,Platinum,7.0,15.0,ACCOUNT,BKZ
changing to free account,switch_account,account_type,free,12.0,16.0,ACCOUNT,BKL
using Gold account,switch_account,account_type,Gold,6.0,10.0,ACCOUNT,BK
change to standard account,switch_account,account_type,Standard,10.0,18.0,ACCOUNT,BKL
can you help me using the premium account?,switch_account,account_type,Premium,26.0,33.0,ACCOUNT,BI
switching to platinum account,switch_account,account_type,Platinum,13.0,21.0,ACCOUNT,BK
could ya help me use the gold account,switch_account,account_type,Gold,25.0,29.0,ACCOUNT,BIPQ
is it possible to use the free profile?,switch_account,account_type,free,26.0,30.0,ACCOUNT,BIL
switch to Freemium account,switch_account,account_type,Freemium,10.0,18.0,ACCOUNT,BK
change to premium account,switch_account,account_type,Premium,10.0,17.0,ACCOUNT,BKL
I have ot use the premium profile,switch_account,account_type,Premium,18.0,25.0,ACCOUNT,BLZ
i dont know what to do to switch to the standard account,switch_account,account_type,Standard,40.0,48.0,ACCOUNT,BQ
